Id,Prediction
0,4604480.38417527
1,3220186.59691937
2,3008509.51392786
3,3538820.8236694
4,4946359.26233025
5,5131304.86936501
6,4327538.47045534
7,4188747.50741151
8,5277800.5646628
9,2642781.74541953
10,7170855.26382489
11,4629661.6753687
12,5621680.77890542
13,7692357.82139225
14,4935435.54415989
15,4976930.88965961
16,6740005.1924951
17,3269632.0059437
18,9758423.18734312
19,4826967.80575737
20,3420472.63357688
21,7632081.83829336
22,3946339.39440275
23,5064834.654336
24,5846320.54058154
25,4559896.17803174
26,2852175.22662171
27,5839292.72909353
28,4129767.82739976
29,5130379.16294214
30,6623293.60505825
31,2829860.78213541
32,2664408.94320546
33,5844353.54086831
34,2344919.85499755
35,5872563.5717435
36,4694732.67288432
37,6431513.39838856
38,2829219.2884343
39,1870684.1482564
40,6223064.86451854
41,4195330.33614826
42,7794859.4277938
43,4474355.73391043
44,5144276.26303787
45,4784064.98105452
46,3892725.25454003
47,21646.227629595
48,2403538.70018647
49,4153308.08975466
50,4089025.04321759
51,4613617.36986798
52,5569443.69954767
53,2951570.14518523
54,3460394.52486582
55,5191873.7907475
56,6819763.401102
57,4489618.10228697
58,4250827.60276315
59,3709930.96567021
60,3347047.80255152
61,3285073.21027673
62,2294800.8043465
63,3734197.79536378
64,4682601.12204042
65,5190768.10391747
66,4176450.02779651
67,5967326.66393328
68,5461071.35372581
69,4147743.38215269
70,3038559.2147509
71,2363961.00379311
72,3099654.27894357
73,4892332.80820158
74,5575438.44584517
75,3804677.02502108
76,5174906.62971945
77,3995942.86131466
78,3231079.41541358
79,2326710.86874308
80,7094124.81398142
81,6804231.19659858
82,4994062.6973225
83,4681670.18891895
84,5745302.83343173
85,2323197.76269459
86,4249413.01703424
87,6337866.81093738
88,3917111.66678747
89,4704849.62118084
90,5485663.18602548
91,4020609.86496929
92,3995167.50174693
93,3989411.78760832
94,4920270.74886362
95,1967649.65066638
96,3534771.89891818
97,4234157.96021719
98,4129538.86681215
99,5660886.1738458
100,5905569.42571486
101,3066804.19800813
102,3942902.76296194
103,3398870.83209168
104,4522908.51070594
105,878748.867961645
106,5157944.02647257
107,7053341.36974951
108,4956142.72134967
109,5652906.13438296
110,3937155.74639961
111,6246810.08998051
112,6180799.57017946
113,5054454.12660615
114,5093472.04042978
115,3341143.36286809
116,3597574.34058577
117,6409208.9599796
118,4014035.36275198
119,4133472.29962685
120,4145991.1167188
121,4182926.66570697
122,4514145.03759217
123,6060131.09436513
124,3217382.48007912
125,798884.32226113
126,7523533.07475708
127,3445854.7842463
128,7611558.8609634
129,5019778.1960503
130,2977019.92581822
131,6278379.98146705
132,4514442.99294997
133,4138662.0519099
134,2293193.43384294
135,3419440.00102881
136,4310060.03342717
137,4056820.54689783
138,7211515.10257257
139,3872653.21100634
140,8367403.68315265
141,2975016.89392364
142,5495739.46210676
143,2722520.52529349
144,5946932.45361809
145,1865448.25639898
146,3404446.84618192
147,3449789.35078085
148,4095162.13951661
149,4556771.31882202
150,3603304.48046472
151,2947314.03077051
152,4327196.49885289
153,9127170.43562163
154,3711340.76567236
155,5251107.35673573
156,4370103.3040933
157,8547838.71424827
158,4806184.82665941
159,3493833.44327172
160,3412537.35703158
161,5042896.3241727
162,2912864.45971748
163,8004193.0916113
164,7518200.04271055
165,3485647.75472958
166,4884803.20093161
167,4101900.35893692
168,5283870.89109753
169,4927139.14493465
170,3761274.9082416
171,2825622.71200459
172,2864122.71828483
173,5008167.52236282
174,5795710.88639083
175,3572774.08622315
176,10111501.8440894
177,4602174.29312144
178,3781357.02317942
179,3696828.1561207
180,4226493.54684784
181,3913255.84707902
182,3060072.71296107
183,3090277.60316173
184,4751847.34697214
185,3871102.51245591
186,2785270.78622011
187,6358023.88648901
188,5403617.55948386
189,4316599.57420969
190,3889235.35712019
191,4675490.3939711
192,7191394.89071272
193,5967871.37800801
194,4852483.94800884
195,7297129.22558875
196,3788736.31155708
197,2813707.14560896
198,3668682.51713787
199,5664909.03013639
200,4218743.33279444
201,3309690.0221498
202,4593797.25538363
203,4842162.68588311
204,5326629.96857668
205,6932739.18409152
206,4843150.07072585
207,3846307.01662913
208,5460756.88718149
209,3323531.58411171
210,4981124.68156042
211,5185594.12479127
212,3266924.35215785
213,4636647.04228234
214,8765905.45500197
215,2402794.03278385
216,5244524.21744057
217,5377435.87860355
218,3453095.99809988
219,2703093.45344056
220,6857005.80701415
221,2115686.58604411
222,6215495.25412826
223,3957079.00155625
224,4732862.71681156
225,3187116.52031182
226,3262088.07387396
227,7429489.6181181
228,2944988.59735129
229,8407101.79945635
230,4568534.05068394
231,9604162.59581761
232,5663838.99841392
233,3556951.48302517
234,3707089.36024963
235,3507094.79193082
236,5916416.96891245
237,2869144.54205354
238,6591478.42744705
239,6106884.09159059
240,3671051.56803746
241,3573893.62419927
242,4351594.40139609
243,6290328.19945992
244,3143371.70743283
245,5888842.65028213
246,3612689.60632888
247,4299970.77169898
248,3381643.47322708
249,4026920.41118408
250,2290805.67727406
251,4160357.71091797
252,5120183.39799462
253,3763374.61613584
254,4762328.72391496
255,4461908.03352985
256,5809258.94839288
257,5246771.0417533
258,2508414.40222114
259,3984930.81634762
260,3443532.18944308
261,4346786.15988562
262,4443186.74961627
263,4291820.3274753
264,2533863.67255872
265,5350189.1070936
266,4369314.50667605
267,5350808.02699142
268,5028800.44961273
269,3801312.17981585
270,3794667.26981223
271,3620225.58517968
272,3818156.24468469
273,4596070.88605248
274,3672877.7309708
275,6286601.6340251
276,6072441.42310709
277,6645615.58585108
278,4952239.01129288
279,4124115.22857781
280,4732964.82852694
281,5193739.06398488
282,2892536.51364437
283,2476601.24423739
284,5010488.74080595
285,2663500.26434624
286,2411679.50008366
287,2160997.97525225
288,4540873.93117914
289,4538827.90598571
290,2961595.85828054
291,4333205.18579486
292,3589597.57040014
293,4393783.93334571
294,4188092.43660487
295,5568687.31963829
296,4702936.02974104
297,7453985.16480477
298,8865172.27195296
299,6151670.72820517
300,6793095.95536659
301,5365209.08154098
302,5514121.5944446
303,7999053.63034665
304,4229297.01301626
305,4281547.6301952
306,3897379.23800318
307,3632193.4886343
308,2584703.25948428
309,3832675.84603669
310,3768850.11687368
311,3011140.1563604
312,3151696.59848807
313,4082138.56876168
314,3309469.19060375
315,3847441.15114033
316,2660001.60703016
317,3714035.72108782
318,6222871.13628219
319,4687028.84428251
320,3877181.46253839
321,4496580.68179893
322,3252470.72995473
323,4317608.88326452
324,3633000.21086985
325,4282511.6515123
326,4549027.9233099
327,2758045.7824077
328,3990089.17804945
329,7308754.45070275
330,4599381.68402002
331,4542882.7316343
332,4368448.25471354
333,7023927.37127123
334,6655060.48985546
335,5167341.34281811
336,2654991.54480199
337,6362595.81112663
338,4842951.81085341
339,3665831.6593697
340,4588680.73080855
341,4986449.34492399
342,3471851.625008
343,4323402.72272439
344,6684366.26349194
345,4472748.67631103
346,3652774.40580538
347,6086846.43029848
348,3661109.94953688
349,4293631.43990623
350,4147968.04320074
351,4922765.55628684
352,5467965.76753033
353,4244193.4905271
354,2346071.72626553
355,5529066.19732329
356,4507556.70114918
357,4479514.34845201
358,5533370.54375424
359,4503189.29478751
360,5019778.1960503
361,4688240.47248233
362,3301864.8452892
363,4074529.21727271
364,5488053.72849753
365,3525425.48586482
366,2737645.26644271
367,4046099.90599732
368,4448718.31971496
369,5435599.28247247
370,4790194.10954441
371,4675370.92107265
372,7456715.47252826
373,7597197.38046714
374,3693502.79803962
375,4597752.31225988
376,3889602.88924199
377,5299904.36094851
378,5700357.41952168
379,3901738.1238654
380,2471738.18547522
381,3813680.02209788
382,3367240.97539459
383,6598202.32367317
384,4734401.70730793
385,8322143.63796671
386,5284896.33660324
387,4842124.33825049
388,5013567.09069191
389,7975202.15566955
390,6674625.05711788
391,2777249.51298597
392,3487158.72013533
393,6063595.74612767
394,6139950.38857398
395,3700555.46117983
396,6089355.69798977
397,7974655.98248103
398,7847642.66437061
399,5102069.29401565
400,3858392.25123673
401,5724186.90088986
402,3419840.7655636
403,5051548.76745477
404,3287897.47517957
405,3700992.59544234
406,3863181.32062223
407,4469432.27732153
408,2439447.89064008
409,3779799.20276253
410,4402351.73976365
411,4010535.27086351
412,3196766.5701795
413,5140367.04138786
414,5579228.26292314
415,5589395.07352872
416,6218757.80198331
417,2752366.86239546
418,4087978.25816479
419,4341460.78447993
420,5586152.22458992
421,5863105.51997034
422,4375594.87694694
423,3842784.69630416
424,5039118.75217631
425,5645143.69797449
426,4330091.06636658
427,3463498.80786068
428,3737770.13929253
429,3799546.40656616
430,3859123.50574215
431,4011791.73221991
432,2567577.57913706
433,4890443.25156375
434,3464326.6485279
435,4309486.79542407
436,5685278.24296864
437,3242384.85014866
438,4572453.84206089
439,5010653.57235105
440,3525307.0327638
441,4512503.13159519
442,6568398.52232893
443,4728278.78965593
444,6355713.81003128
445,4970050.38332512
446,6347802.09468342
447,4175814.69900255
448,2293317.85058611
449,8002192.37652411
450,5391360.10973823
451,4263955.47438975
452,3913839.87523822
453,3683109.39770148
454,1905284.00925228
455,2594738.91971888
456,3686093.23256762
457,2704796.37826147
458,2556661.52704071
459,2928218.68426678
460,7600863.2567113
461,5067423.17647274
462,8661315.19309717
463,3404465.7114611
464,4409220.58663137
465,4126141.74259146
466,4577466.88747205
467,1719802.70024116
468,2603641.49994013
469,3273092.79114991
470,5235950.09431696
471,3412258.32284269
472,3818902.53384598
473,4110207.16133664
474,6030068.79972395
475,3963211.12393101
476,3777279.86461419
477,3142034.48958228
478,4082382.56824611
479,10088534.7587202
480,4716624.43444543
481,7291927.66917971
482,2884180.58353056
483,4958089.53848775
484,6543287.21593564
485,3239286.81957507
486,4176843.92043042
487,5904519.88711618
488,5737607.74296643
489,3426270.37914097
490,4385308.33505559
491,2882725.0654035
492,4144618.68177379
493,6756225.76993133
494,4528163.66818738
495,4979602.06703405
496,5051714.71689863
497,3950759.80245716
498,3010856.42800214
499,4432873.86003405
500,5154600.01400705
501,2454642.89807362
502,3941904.79066699
503,6620381.04663649
504,4849933.97141099
505,3718254.40742526
506,3915226.96761214
507,4830191.1575804
508,3716318.07149329
509,4693728.5164254
510,4951542.12786507
511,4481035.01256466
512,1681131.66864865
513,5900058.26188302
514,3056178.9601504
515,2584973.51297817
516,1909395.9298116
517,3972869.62606008
518,4668179.59620608
519,3652960.18957769
520,3188461.00774984
521,7886109.33606044
522,6344596.21485927
523,5582713.58953298
524,6509936.81853146
525,7641084.93431347
526,5245746.1657627
527,4745794.1003165
528,8021770.28034454
529,4043191.70311958
530,2832556.15026136
531,5447083.94447564
532,4794140.90144078
533,4498962.00250114
534,3753910.04902957
535,5651853.22478175
536,4323155.45952385
537,1640485.588933
538,3979992.75101931
539,7071424.02238559
540,3570170.23524792
541,5398414.72285484
542,3554026.84670442
543,3568903.29851229
544,3431674.40562727
545,4657715.49875865
546,3093961.69625617
547,4187547.07787315
548,3233439.22985789
549,4806938.21300678
550,4378650.48332042
551,3976034.2599192
552,5786046.15744401
553,5837997.05661068
554,5078836.52894732
555,4071978.58812986
556,3654585.62720125
557,4573934.20061515
558,6196141.13036004
559,4306993.42616451
560,4446120.95572626
561,5244823.41301006
562,2957649.0226856
563,3775148.2675058
564,3525304.56362648
565,5160566.0126527
566,3618529.76707959
567,6163313.83664775
568,3781875.24420793
569,2739780.45801224
570,6348606.53465292
571,5582004.82537808
572,4815495.71937364
573,4047914.59102291
574,4835361.88711672
575,3877266.18746318
576,8068841.86045619
577,3586397.7684537
578,3247392.63315756
579,5712418.66270314
580,4606755.45476051
581,4314593.75896765
582,4978421.3128879
583,4496336.33074425
584,3577673.83425066
585,4948040.99040095
586,3421239.76896756
587,2885823.1428338
588,8614019.96726463
589,4498251.61877515
590,1561160.41632695
591,3627258.71305087
592,3197614.3103033
593,2884077.44181147
594,3678037.15164984
595,3065401.42710636
596,3131554.79623085
597,4766291.8285262
598,2639528.21067467
599,5925063.09605631
600,5601674.45112564
601,5159725.69253142
602,6728963.38929332
603,2355203.26167077
604,2995572.89987656
605,3199688.52312496
606,3638485.14655848
607,4230965.28147681
608,3142671.51233673
609,5085056.85796933
610,4367195.83566021
611,2457431.10488112
612,6278548.47181571
613,4398406.3701719
614,6352789.52846048
615,2902634.46974361
616,4630297.58538152
617,5131646.13051845
618,6720019.33295528
619,3794419.63131698
620,3244522.46391133
621,10517149.0528199
622,5023807.41223711
623,6846400.70536055
624,3656345.32053785
625,6774290.35127875
626,5274313.2160193
627,4611644.8619876
628,3964634.9530098
629,4375573.56988184
630,10364624.5830401
631,7442639.67314567
632,5133007.88102194
633,4992077.29318925
634,2813670.32033017
635,3423396.39067615
636,3169912.40460692
637,3760277.55045813
638,4307186.986228
639,8554703.44474545
640,4201812.50101279
641,4861036.81721505
642,3708509.98438604
643,4951522.05489149
644,5953111.36013637
645,1309828.82784262
646,5453089.59658227
647,3603980.80199929
648,3659670.63937435
649,1991211.77395202
650,2765729.90800947
651,2999753.34831017
652,4939877.73531858
653,6508467.87822376
654,5291420.47463642
655,6117658.31695654
656,3967444.86590637
657,4325003.64487543
658,7856336.45420413
659,2990447.9697242
660,5307229.37618641
661,6301017.16057766
662,6200608.09585708
663,4011377.4099345
664,3948534.09516003
665,3823484.44566462
666,7148056.47967581
667,3299051.98196034
668,3387080.23436513
669,3936907.24663221
670,5349289.4653145
671,5480118.55643103
672,3969964.80880908
673,4739973.08799846
674,3852460.05120313
675,2806657.95246126
676,3734947.76205674
677,3783680.08537083
678,3981321.80944423
679,3598471.43747657
680,3411856.34900226
681,4887043.19929909
682,3638409.42126987
683,5079508.69561246
684,4205794.9558976
685,5210470.32430273
686,3743602.39263275
687,3155953.62919705
688,7009057.7242337
689,3265709.56835595
690,5413450.00157207
691,2555618.67087746
692,3727835.97068688
693,3380788.33649072
694,4190077.22628258
695,2893999.32230531
696,4468651.07342109
697,6006738.19857913
698,6394489.12879472
699,3406810.03600798
700,6804078.33485899
701,5015746.8526185
702,3828757.56853169
703,6732615.29375013
704,5898098.71621456
705,7200929.47593019
706,5844166.46393225
707,4511054.26009797
708,4656370.18114553
709,4787361.41393808
710,6368884.78007132
711,10947225.7365912
712,4112072.64510613
713,3575311.41333496
714,4829591.78978553
715,3314811.04214457
716,3377728.0907035
717,4972940.69217677
718,1303926.72827156
719,4687315.54032308
720,4847836.01960422
721,6431562.0658154
722,5454175.84593667
723,2918196.98192613
724,4190748.76350905
725,4343956.40112186
726,3045725.9652016
727,3873965.94780533
728,2483197.3971662
729,3975671.53967253
730,3667874.81052519
731,2746286.19424828
732,4256246.52665244
733,7585189.6254843
734,5104804.02238583
735,3254302.30019606
736,2915197.66125728
737,4129199.75656415
738,3639775.28211499
739,2942468.75807021
740,3937196.75282499
741,4809472.70672077
742,2445638.98228595
743,4525537.16979907
744,4513381.22943962
745,6706225.78222678
746,3811276.36844488
747,5607559.15493147
748,6278184.62268214
749,4408674.69818882
750,6040099.45422212
751,3973207.54641998
752,4220455.00859
753,3014937.20379919
754,3439189.10910181
755,3057239.84670448
756,3676701.76815019
757,3932217.10019546
758,4395015.72071756
759,6364756.91949992
760,3902916.06073373
761,3558401.10717717
762,4389319.83095001
763,2488506.43392433
764,4758188.09060564
765,7958466.31399675
766,4128770.41061993
767,4469146.61267649
768,6221981.01843151
769,4929966.61430278
770,2391549.74819469
771,4775850.73624619
772,5625976.58811364
773,2380966.43463077
774,2966863.5456726
775,3845513.14259501
776,3289559.92990877
777,4333090.21687998
778,3272398.57779254
779,4682009.75639015
780,2175439.5560436
781,4739991.59637926
782,6244455.76969705
783,3413294.64146186
784,5892350.76991494
785,5739163.83085569
786,9312362.14775426
787,4654242.52786914
788,4169136.74475571
789,4270448.95714684
790,3841856.19864325
791,5273319.1893943
792,3026139.20152922
793,4106787.01473829
794,2781444.67423676
795,5612062.23401798
796,3690368.07605429
797,4328796.85216532
798,3088142.44660586
799,6001702.03194455
800,5083116.97828002
801,5344385.27342502
802,3866940.36387497
803,4468345.74123815
804,4012073.78996847
805,2749214.75193576
806,4138814.60617945
807,5054991.36695608
808,3984791.63696012
809,2232645.21362155
810,5003059.88597989
811,6176706.69726101
812,5808434.55805119
813,6827607.26122567
814,2180828.59248904
815,4648571.49139157
816,3700840.14351327
817,3652719.73699227
818,3817871.87149981
819,2162083.48615429
820,5184816.9196051
821,4526618.053542
822,4164170.44537719
823,4449499.30424027
824,3223676.99836031
825,4226262.65954187
826,5692779.29057624
827,2319318.51296567
828,4153389.18412442
829,3605578.31578174
830,5366130.49579993
831,5681653.64247388
832,5792743.92797533
833,4392061.13016872
834,5386150.68102857
835,3522914.16104296
836,2227094.33106105
837,7021053.04241345
838,4908394.82993557
839,2473111.02840699
840,4739409.16166687
841,1502768.69977613
842,4202974.84231462
843,4026277.11687221
844,5183901.76120544
845,6691570.25792605
846,6212557.8073841
847,2230634.91461084
848,3872875.39278307
849,4096630.00358488
850,3763800.47560935
851,4173602.7921278
852,5999370.67452827
853,2582069.31590817
854,3986295.921158
855,4008697.62481654
856,8106298.06386765
857,3585765.83516308
858,1999665.0030307
859,4424467.11091233
860,3926320.2367168
861,4994047.99720625
862,3384691.47706722
863,4119333.99501356
864,7236991.83235188
865,7552484.94091424
866,3963180.7385582
867,3114782.81326988
868,4745630.29834203
869,1310034.16788202
870,3040940.85606671
871,4727125.1428206
872,4835976.504251
873,3901171.63279346
874,4205191.78678026
875,3182632.21086598
876,3304004.3782717
877,4208740.02829603
878,3697443.17373142
879,4109127.23277698
880,2910365.56767247
881,2834996.24286352
882,6090020.37486834
883,4437271.34774271
884,4563712.45423648
885,6818035.07673005
886,4133347.46660005
887,6489100.45558196
888,3512392.61227682
889,2544923.96299931
890,4743684.77480339
891,4983277.8886198
892,3809244.80833581
893,5191447.33195916
894,5581113.19853215
895,3457265.23532146
896,4653113.92374014
897,4198096.85917405
898,3647638.4944399
899,5510370.24498482
900,3841737.35753837
901,6098156.23024242
902,3846058.47717578
903,3504649.86360831
904,3585757.63326035
905,2255929.8999544
906,4123142.05863449
907,4344619.00701346
908,5158451.63223455
909,3891766.35680258
910,4379250.9636373
911,5069959.59996157
912,3782802.25990019
913,3804963.89671841
914,4547960.71857508
915,5053978.21301677
916,2313598.89577806
917,8125411.1818709
918,3350887.27731297
919,3391730.79495403
920,4437637.28327781
921,3497261.52913172
922,9617285.7778064
923,4661644.43125083
924,3031691.16228002
925,6797683.69210657
926,4499374.00642214
927,3942374.09705896
928,7146463.48447422
929,2961661.94659305
930,4160572.04751418
931,2652237.25205239
932,5164213.65997275
933,6598824.27896474
934,3537402.96864022
935,4221960.42739611
936,3166308.20268524
937,3804281.09694209
938,3598877.63355983
939,7566700.43275476
940,5630487.13914951
941,3791288.80952538
942,2495869.34304915
943,6318118.75431528
944,5244563.18928644
945,2963219.96224794
946,4673253.14697693
947,4156892.70730524
948,3630764.68442702
949,3260173.21035901
950,7749964.4555797
951,3913426.29879468
952,3714692.33947127
953,5430930.39651946
954,3436288.29603878
955,5762986.57533227
956,4803731.67618136
957,3387591.81753326
958,4863361.57362861
959,3997164.03606683
960,4477755.34720458
961,4197656.24245697
962,5630592.17762267
963,8014717.08666816
964,6480595.79039439
965,4344704.36439799
966,3004175.83363209
967,6124868.73583539
968,3807910.30688381
969,3515330.02756297
970,3249709.70761714
971,3670739.79308031
972,2735431.92222426
973,1863215.46293784
974,4421742.66563227
975,3968842.45946264
976,3503245.39703833
977,5036399.18127114
978,4422607.80508119
979,11506919.1418499
980,5224516.61851382
981,2915208.22070614
982,5237681.03073746
983,5483269.86497877
984,11116972.1923784
985,3555027.42710917
986,866527.57447968
987,4523009.85890966
988,6117282.94606578
989,4194945.85156965
990,7803315.83618845
991,2185978.90866341
992,4443513.55237187
993,6679588.95137412
994,4983582.39640996
995,3715656.67374447
996,4182522.03462811
997,4923699.06132511
998,5197052.50905113
999,6130239.54171507
1000,6612620.29245967
