Id, Prediction
0,4181994.86
1,3455935.86
2,3656113.14
3,3711348.05
4,4149268.13
5,4333268.11
6,4373899.13
7,3957022.14
8,5218164.39
9,4443683.5
10,4918352.99
11,5328114.05
12,9310542.26
13,9722877.3
14,4298263.07
15,6929077.72
16,4409829.61
17,4166928.43
18,11412815.21
19,3636772.09
20,2069423.58
21,7882977.26
22,4672119.75
23,5515487.07
24,4783939.51
25,3582821.24
26,3597077.08
27,5603161.91
28,4147255.17
29,5980776.99
30,4023917.49
31,3139309.9
32,2705745.97
33,5202554.38
34,2616349.45
35,8426324.45
36,4214228.34
37,5531466.53
38,3499971.42
39,3109039.22
40,4784438.95
41,4640330.07
42,5212142.12
43,5091951.73
44,5810343.44
45,4753137.19
46,3703947.79
47,2162252.06
48,5026460.11
49,5104250.74
50,4307518.63
51,3505964.21
52,6300553.99
53,3236300.92
54,3510776.7
55,5151774.99
56,6198587.75
57,4128483.73
58,4809393.5
59,4921044.8
60,2789641.46
61,3705788.12
62,4373409.72
63,4426226.49
64,4403146.3
65,8292656.86
66,5239650.2
67,7364638.54
68,4668340.01
69,6034226.16
70,4166959.77
71,2596589.45
72,4311049.26
73,5514041.19
74,4889247.45
75,4318292.47
76,4867326.51
77,4749819.46
78,5092041.79
79,4280887.04
80,5446815.5
81,6841009.72
82,3821454.62
83,4358751.76
84,6853672.21
85,1963384.3
86,5861473.21
87,8761427.41
88,4838807.76
89,3630514.82
90,5400006.74
91,4242868.59
92,3507711.64
93,4007004.23
94,7982422.11
95,2801076.7
96,4823413.79
97,4969056.0
98,4905104.47
99,5835169.81
100,6814583.33
101,3242461.09
102,3497028.86
103,3965510.95
104,3987535.77
105,3415375.66
106,5050029.48
107,6987966.46
108,4689467.65
109,5360556.6
110,4914071.12
111,4426485.71
112,6698021.27
113,5049643.72
114,4255438.31
115,4571150.19
116,3480515.04
117,4951116.28
118,3751206.28
119,5323943.16
120,5071662.53
121,4743220.47
122,5190753.36
123,5486287.42
124,3118206.19
125,4354187.1
126,6762239.4
127,3647606.58
128,4429507.16
129,5392499.28
130,2375214.23
131,5544068.45
132,4655126.36
133,3603894.89
134,4596527.96
135,3935359.48
136,4434241.34
137,4487394.59
138,5287691.43
139,4800256.29
140,5924267.13
141,2707311.56
142,5228112.67
143,2492006.26
144,6458604.86
145,4053072.77
146,4627055.81
147,3453369.51
148,4378423.38
149,5036612.86
150,4180643.22
151,2662905.23
152,8283532.57
153,5712139.59
154,3488320.67
155,5374095.28
156,4744250.79
157,7250845.2
158,3451320.09
159,3966845.24
160,3003527.79
161,5397643.36
162,4153007.26
163,10486585.38
164,6746431.53
165,2889031.94
166,4790440.49
167,4313371.79
168,5411109.03
169,4851672.61
170,4315271.02
171,3738463.69
172,3614908.57
173,7994210.02
174,6016562.67
175,3103269.77
176,8332825.79
177,5327441.87
178,4393814.99
179,3604738.37
180,4811381.45
181,4279266.29
182,4702730.44
183,4247339.96
184,4859699.09
185,3540461.6
186,4266340.71
187,6521027.65
188,4961483.09
189,4646728.8
190,4644140.98
191,4931683.63
192,5938726.04
193,8213836.52
194,5822382.55
195,9377710.12
196,4892472.79
197,2103464.13
198,3211916.64
199,6182484.28
200,4370683.64
201,3479538.45
202,4676691.78
203,7540188.17
204,4978755.87
205,7343824.39
206,5409707.59
207,4777565.36
208,5177943.71
209,3521023.63
210,5120837.78
211,5133402.08
212,2907565.29
213,3728039.71
214,8333294.03
215,2181174.06
216,4680964.62
217,5139079.19
218,4147136.46
219,2846973.93
220,6813853.34
221,5304348.51
222,5879842.99
223,3833873.25
224,5085929.67
225,4836828.36
226,2903590.29
227,7179886.4
228,3249984.12
229,6405167.14
230,4073405.36
231,6680389.22
232,7835870.33
233,4563317.49
234,3839000.93
235,5061577.93
236,4829315.61
237,3167933.81
238,4177604.72
239,5183162.81
240,4592645.66
241,4199643.78
242,4100576.57
243,5231608.59
244,5343332.52
245,4641179.18
246,3669484.98
247,5112301.91
248,4503507.71
249,4458960.65
250,2421828.45
251,4478954.44
252,5766033.1
253,4383742.16
254,5347056.2
255,3075196.87
256,5432062.89
257,5207354.02
258,3751733.83
259,3893199.76
260,4423279.79
261,8408861.91
262,5529849.21
263,4663103.81
264,2007606.12
265,5180626.47
266,4195745.14
267,7633880.77
268,5139706.11
269,3787559.42
