Id,Prediction
0,3939801.0049799033
1,3939798.9310240634
2,3939803.005914999
3,3939801.0648553274
4,3939800.9258088376
5,3939803.707138427
6,3939803.73043359
7,3939803.9298545793
8,3939805.32046964
9,3939805.240624688
10,3939805.256165573
11,3939800.663600964
12,3939805.153750106
13,3939804.803681883
14,3939801.2719343742
15,3939805.9046943113
16,3939805.2460215166
17,3939804.8120807554
18,3939805.250410197
19,3939805.679272144
20,3939799.6082207332
21,3939802.4787985324
22,3939807.190721613
23,3939801.643626711
24,3939805.251789837
25,3939798.417798635
26,3939796.9914192986
27,3939801.284913115
28,3939798.764459863
29,3939805.012951738
30,3939805.2418971024
31,3939805.282700284
32,3939799.914860031
33,3939805.702270314
34,3939801.6239204006
35,3939805.2458703346
36,3939800.0381380264
37,3939805.2420062297
38,3939795.142205637
39,3939805.2899655197
40,3939805.6555181616
41,3939805.9503434156
42,3939805.2406249307
43,3939805.5329877706
44,3939805.375751907
45,3939796.9677549447
46,3939803.3928285004
47,3939804.953753575
48,3939805.5218742993
49,3939805.7304201527
50,3939806.001715226
51,3939804.754314953
52,3939798.5043030437
53,3939799.7877152166
54,3939796.0837077317
55,3939804.7672372237
56,3939804.6715553654
57,3939805.477059799
58,3939805.188414001
59,3939805.349893637
60,3939800.0142433196
61,3939798.2883361247
62,3939805.2406313904
63,3939804.7911777957
64,3939805.3176413258
65,3939803.3728567366
66,3939805.3382613356
67,3939805.623096175
68,3939805.344983769
69,3939801.4963380573
70,3939804.2338508223
71,3939802.533590705
72,3939803.1994904527
73,3939796.34694749
74,3939804.89792187
75,3939807.0376195363
76,3939801.256819345
77,3939805.372575258
78,3939805.535860443
79,3939804.298263957
80,3939805.400542913
81,3939799.271279335
82,3939805.2407933353
83,3939805.6421947144
84,3939805.408396332
85,3939794.1314922576
86,3939806.00925229
87,3939801.4854791043
88,3939804.430792729
89,3939805.248948743
90,3939802.200621394
91,3939806.3070436143
92,3939795.3871616414
93,3939807.798955926
94,3939797.713479413
95,3939805.623110307
96,3939805.142235799
97,3939798.821359107
98,3939806.194835677
99,3939805.083411278
100,3939796.8097983417
101,3939794.8638533065
102,3939805.1814845484
103,3939803.6742206276
104,3939794.935289564
105,3939804.9219072754
106,3939805.210500035
107,3939799.17302105
108,3939802.037683186
109,3939804.896404169
110,3939805.242886579
111,3939805.2406703928
112,3939806.3197503746
113,3939803.748476337
114,3939804.491370733
115,3939805.3003767612
116,3939800.5510859615
117,3939805.17667313
118,3939798.9849238433
119,3939805.240626731
120,3939807.1160897864
121,3939808.4948570165
122,3939799.981775507
123,3939807.7784055173
124,3939798.7893395796
125,3939805.2432305715
126,3939805.240623966
127,3939799.16538504
128,3939805.2406267044
129,3939805.2653545695
130,3939795.8843618315
131,3939805.240632905
132,3939803.98249714
