Id, Prediction
0,4171875.76
1,3549679.125
2,3609983.845
3,3457185.54
4,4146009.055
5,4238081.84
6,4050549.055
7,3664953.26
8,4782240.605
9,4028580.75
10,4896504.84
11,5284324.415
12,7046667.665
13,8208284.89
14,4344028.59
15,6242524.83
16,5766983.555
17,4292666.305
18,10999719.63
19,3668704.095
20,2204656.8
21,7862540.855
22,4966232.495
23,5466693.91
24,5258756.44
25,3817386.27
26,3390354.815
27,5090640.145
28,3983849.4
29,4820871.615
30,4021590.225
31,3310389.575
32,2718314.14
33,6076693.955
34,2570365.165
35,7284271.35
36,4578736.13
37,5190718.565
38,3330966.33
39,3160398.94
40,4282937.265
41,4555917.455
42,5222070.185
43,5784433.02
44,5980542.955
45,4720397.945
46,3713391.12
47,2217735.385
48,5467552.06
49,4866256.435
50,5293351.41
51,3432449.6
52,5729755.345
53,3104937.87
54,3480397.495
55,5531309.645
56,6370195.05
57,4066230.83
58,4446612.56
59,5579160.19
60,2775152.545
61,3764188.495
62,4293462.945
63,4298391.04
64,4731493.07
65,7594948.825
66,5623097.32
67,7017657.535
68,5175293.845
69,5287582.545
70,3975863.545
71,2445131.5
72,4387731.54
73,5424232.41
74,6418893.77
75,4186604.88
76,5409190.265
77,4266451.71
78,4948841.215
79,4607564.1
80,5026754.41
81,6635107.415
82,3638911.485
83,4744860.805
84,6220344.245
85,1942623.48
86,7201473.25
87,8729811.685
88,4624112.22
89,3473819.875
90,4977508.935
91,4792370.74
92,3560343.545
93,3894543.435
94,7065902.7
95,2784989.88
96,4918283.42
97,5206567.9
98,4868175.775
99,5838291.73
100,6480585.96
101,3303566.715
102,3924901.265
103,3945466.095
104,4265177.085
105,3669927.735
106,5129988.83
107,7039531.085
108,5331341.505
109,5074977.04
110,5693786.48
111,3515086.3
112,6823693.73
113,5448391.075
114,3938447.74
115,5669348.995
116,3364324.68
117,4463665.585
118,3727851.665
119,4933195.935
120,5413594.27
121,4803980.755
122,5773333.68
123,5916674.11
124,2765919.26
125,4038340.705
126,5739275.76
127,3600351.5
128,4926963.775
129,4662468.6
130,2669057.28
131,4569010.93
132,4893818.8
133,3805200.475
134,4458226.895
135,3856380.255
136,4016262.945
137,4075060.35
138,4220232.435
139,4857774.05
140,5751546.055
141,2556145.5
142,5444287.7
143,3234303.445
144,5565062.215
145,4184811.97
146,4665037.4
147,3748437.305
148,4748796.66
149,6150532.575
150,4039822.605
151,2987924.315
152,7617812.135
153,6148822.78
154,3493918.92
155,5660740.395
156,4713480.62
157,7010735.895
158,3423485.035
159,4006049.55
160,2970109.795
161,5496420.965
162,4281435.47
163,9186274.22
164,7122451.175
165,3419645.275
166,4485682.33
167,4058497.42
168,5926755.35
169,5644580.745
170,4394650.19
171,3546358.1
172,3701798.555
173,6864831.33
174,6172586.435
175,2955593.34
176,7969171.92
177,5295236.485
178,4084763.45
179,3587265.81
180,5407230.05
181,4883483.46
182,4801797.69
183,4198173.835
184,4917210.335
185,3748155.695
186,4252318.47
187,5990810.275
188,5304693.73
189,4904634.21
190,4528121.895
191,5826693.015
192,6392559.97
193,6597092.235
194,6143132.88
195,8491163.8
196,4696479.74
197,2140737.975
198,2891663.295
199,5808540.735
200,4003303.45
201,3181432.22
202,4776022.04
203,6606082.98
204,5189959.89
205,6938974.005
206,5725049.75
207,4377082.515
208,5557343.175
209,3595196.405
210,5515232.86
211,5164639.265
212,2993976.5
213,3684344.055
214,8902144.175
215,2129171.655
216,5058370.53
217,5741595.435
218,4334227.755
219,2788803.585
220,6449793.75
221,4961422.855
222,5895873.53
223,4055311.95
224,5336315.36
225,4801872.91
226,2627604.605
227,6812324.67
228,3364250.71
229,5182637.58
230,4859680.8
231,6973404.045
232,6507864.805
233,4444691.685
234,4057781.47
235,5155960.835
236,5242785.03
237,3170711.345
238,4731631.11
239,4751032.07
240,4206876.26
241,4342421.545
242,3864870.49
243,4048115.47
244,5197908.035
245,4672047.51
246,3590578.6
247,4876786.425
248,4326273.745
249,4601504.425
250,2594947.34
251,4846847.425
252,5313341.725
253,4382958.3
254,5134207.05
255,3386043.0
256,5929570.42
257,5133073.29
258,3551356.91
259,3755552.565
260,4108877.04
261,6392333.69
262,6146582.325
263,4733577.91
264,2004462.83
265,5854341.94
266,5294167.98
267,6348056.99
268,5196210.28
269,4122359.195
270,4135921.72
271,3198293.445
272,4513002.595
273,5241357.305
274,4337581.255
275,7858519.55
276,7516763.48
277,6214308.53
278,5285365.32
279,4447113.74
